priref,Object Number,Object Name,Scientific Name,Description,Collector Name,Collection Place,OS Grid Ref,Stratigraphy Unit,Stratigraphy Type,Image URL,Latitude,Longitude
48076,G.10271,Graptolite,Pristiograptus tumescens,"Fossilised remains in a Large sample of upper Elton formation siltstone, containing numerous fossil graptolites, Pristiograptus tumescens. Found in Mortimer Forest, near Ludlow, by M. Williams","Williams, M.",The Goggin,SO470710,Silurian Period; Ludlow Series; Upper Elton Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.10271a.jpg,52.33413664943246,-2.7779112793094605
49130,G.10282.001,Cephalopod,Cyrtoceras sp.,"Fossilised fragment of phragmocone of an Ordovician cephalopod Cyrtoceras sp. cephalopod  with a fragment of Ogyginus sp trilobite, collected by Tarrant, P, Norton, J.  & Norton, M., in Priestweston Quarry","Tarrant, P.; Norton, J.; Norton, M.",Priestweston Quarry,unknown,Ordovician Period; Llandeilian Stage,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.10282.001.jpg,null,null
49137,G.10295,Cephalopod,Orthoceras sp.,"Fossilised fragment of phragmocone of an Ordovician cephalopod, Orthoceras sp. Found by Hay, T. near Marshbrook.","Hay, Thomas",Marshbrook,unknown,Ordovician Period; Caradoc Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.10295.jpg,null,null
51032,G.10451.002,Eurypterid,unknown,"Fossilised segment of appendage from a  Silurian Eurypterid found at Brandon, Leimtwardine. Counterpart to G.0451.001",unknown,Brandon,SO470270,Silurian; Leintwardine Formation,Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.10451.002b.jpg,51.93854541530052,-2.771050282108699
50916,G.10461,Trilobite,unknown,"Fossilised remains of the Cephalon of the Ordovician trilobite Onnia superba. Found by Ellis, R. A. beside river Onny at Wistanstow.","Ellis, R.A.","River Onny, Wistanstow",unknown,Ordovician Period; Caradoc Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.10461.jpg,null,null
52161,G.10534,Trilobite,Placoparina sedgwicki,"Fossilised remains of the Head and thorax of the Ordovician trilobite Placoparina sedgwicki preserved as a mould. Found by Cox, A. in Shelve inlier, Shropshire.","Cox, Andy",Shelve Inlier,unknown,Ordovician Period; Llanvirn Series; Hope Shale Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.10534.jpg,null,null
52618,G.10571,Trilobite,Ampyx linleyensis,"Fossilised remains of Ordovician trilobolite Ampyx linleyensis found at the Shelve Inlier, Shropshire","Cox, Andy",Shelve Inlier; Shropshire,unknown,Ordovician Period; Llanvirn Series; Hope Shale Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.10571a.jpg,null,null
53782,G.10573,Trilobite,Ogygiocarella debuchii,"Fossilised remains of several Ordovician trilobites, Ogygiocarella debuchii. Found by Cox, A. at Meadowtown.","Cox, Andy",Meadowtown,unknown,Ordovician Period; Llandeilian Stage; Meadowtown Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.10573a.jpg,null,null
52619,G.10591,Trilobite,Ampyx linleyensis,"Fossilised remains of Ordovician trilobolite Ampyx linleyensis found at Shelve Inlier, Shropshire.","Cox, Andy",Shelve Inlier; Shropshire,unknown,Ordovician Period; Stapeley Volcanic Member,Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.10591a.jpg,null,null
52650,G.11274,Trilobite,Barrandia homfrayi,"Fossilised remains of Ordovician trilobite Barrandia homfrayi found at the Shelve Inlier, Shropshire.","Cox, Andy",Shelve Inlier; Shropshire,unknown,Ordovician Period; Llanvirn Series; Hope Shale Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.11274.jpg,null,null
53878,G.11429,Trilobite,Ogygiocarella augustissima,Near complete specimen of the Ordovician trilobite Ogygiocarella augustissima. Found at Llandrindnod Wells.,"Shephard, H.H.",Llandrindod Wells,unknown,Ordovician Period; Llandeilian Stage,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.11429.jpg,null,null
53883,G.11432,Trilobite,Ogyginus corndensis,Fossilised remains of the Ordovician trilobite Ogyginus corndensis. Found at Upper Gilwern.,unknown,Upper Gilwern,unknown,Ordovician Period; Llandeilian Stage,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.11432.jpg,null,null
54115,G.11467,Trilobite,unknown,"Fossilised remains of the preserved thorax and pygidium of the Ordovician trilobite Ogygiocaris seavilli. Found by Cox, A. at  Shelve inlier.","Cox, Andy",Shelve Inlier,unknown,Ordovician Period; Llanvirn Series; Hope Shale Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.11467.jpg,null,null
53415,G.11774,Stromatoporoid,Stromatoporoid; Favosites sp.,Silurian Stromatoporoid overgrowing the colonial coral Favosites. There are also course grained fragments of crinoid stem and brachiopods.,unknown,Coates Quarry,unknown,Silurian Period; Wenlock Series; Much Wenlock Limestone Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.11774a.jpg,null,null
55246,G.11794,BIVALVE,unknown,"Fossilised valve of the Ordovician bivalve Modiolopsis orbicularis. Found by Darmon, C. at Horderley.","Darmon, C.",Horderley,SO410860,Ordovician Period; Caradoc Series; Cheney Longville Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.11794.jpg,52.468375516355636,-2.868610652828408
52478,G.11864,CORAL,Ketophyllum turbinatum,"Fossilised remains of the Silurian coral Ketophyllum turbinatum found at Farley Quarry, Much Wenlock.",unknown,Farley,unknown,Silurian Period; Wenlock Series; Much Wenlock Limestone Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.11864b.jpg,null,null
79763,G.11907,Brachiopod; Bryozoan; Cephalopod,Camaratoechia nucula; Bryozoan; Michelinoceras sp.,"Fossilised remains of Silurian brachiopod, Camaratoechia nucula; bryozoa and cephalopod, Michelinoceras sp. found in Ludlow",unknown,Ludlow,unknown,Silurian; Whitcliffe Formation,Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.11907.jpg,null,null
53686,G.11917,Brachiopod,Camarotoechia nucula,Assemblage of  Silurian fossil brachiopods Microsphaeridiorhynchia nucula preserved as casts and moulds with little original shell remaining. Found at Whitcliffe.,unknown,Whitcliffe,unknown,Silurian Period; Ludlow Series; Whitcliffe Formation,Chronostratigraphy; Lithostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.11917.jpg,null,null
52647,G.11976,Trilobite,Ampyx linleyensis,"Fossilised remains of Ordovician trilobite Ampyx linleyensis found at the Shelve Inlier, Shropshire.","Cox, Andy",Shelve Inlier; Shropshire,unknown,Ordovician Period; Llanvirn Series; Hope Shale Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.11976.jpg,null,null
52671,G.11989,Gastropod,Acroculia prototypa,"Fossilised shell remains of the Silurian gastropod Acroculia prototypa found at Wrens Nest, Dudley.","Phillips, N.M.",Wren's Nest; Dudley,unknown,Silurian Period; Wenlock Series; Much Wenlock Limestone Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.11989a.jpg,null,null
52670,G.11990,Gastropod,Loxonema gregaria,"Fossilised shell of Silurian gastropod Loxonema gregaria found at Stokesay, Shropshire.",unknown,Stokesay; Shropshire,unknown,Silurian Period; Ludlow Series; Elton Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.11990a.jpg,null,null
76222,G.11996,Stromatoporoid,Stromatopora sp.,"Part of silurian stromatoporoid, stromatopora sp.",unknown,Unknown,unknown,Silurian Period; Wenlock Series; Much Wenlock Limestone Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.11996a.jpg,null,null
55997,G.12000,Graptolite,Monograptus priodon,"Fossilised remains of the Silurian graptolite Monograptus priodon, Found by Phillips, N.M.","Phillips, N.M.",Unknown,unknown,Silurian Period; Coalbrookdale Formation,Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.12000.jpg,null,null
52712,G.12001,Graptolite,Monograptus sp.,"Fossilised remains of part of Silurian fossil graptolite Monograptus sp., Found by Shepherd, H. H. at Climery","Shephard, H. H.",Climery,unknown,Silurian Period,Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.12001a.jpg,null,null
654967,G.12003,CORAL,Heliolites megastoma,"Fossilised remains of the  Silurian coral Heliolites megastoma found on Wenlock Edge, Shropshire.","Morrow, Mr",Wenlock Edge,unknown,Silurian Period; Much Wenlock Limestone Formation,Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.12003a.jpg,null,null
52679,G.12014,CORAL,Halysites catenularis,"Fossilised remains of the Silurian tabulate coral, Halysites catenularius found at Farley Quarry, Much Wenlock.",unknown,Farley Quarry,unknown,Silurian Period; Wenlock Series; Much Wenlock Limestone,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.12014b.jpg,null,null
52678,G.12017,Graptolite,Pristiograptus sp.,Fossilised fragments of Silurian graptolites contained in a water worn nodule. Found in Ludlow area.,Pupils & Staff of Bromfield School,Ludlow Town,SO500750,Silurian Period; Ludlow Series,Chronostratigraphy; Chronostratigraphy; Biostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.12017b.jpg,52.370380190184136,-2.734478489277475
58020,G.12020,Annelid,Serpulites longissimus,Fossilised remains of the Silurian annelid Serpulites longissimus found at Downton Castle.,"Price, Len",Downton Castle,unknown,Silurian Period; Whitcliffe Formation,Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.12020.JPG,null,null
77090,G.12026,Assemblage,Coenites sp.; Stenopora sp.; Tentaculites ornatus; Resserella sp.; Rhynchotreta cuneata; Trigonirhynchia stricklandii; Leptaena sp.; Cyrtia sp.; Anastrophia deflexa; Amphistrophia funiculata; Howellella elegans; Atrypa reticularis; Leptostrophia filosa; Dalmanites sp.; Calymene sp.; Crinoid,"Fossilised Silurian assemblage with coral fragment Coenites sp.; bryozoan, Stenopora sp.;  cricoconarida Tentaculites ornatus; brachiopods  Resserella sp., Rhynchotreta cuneata,  Trigonirhynchia stricklandii, Leptaena sp., (?)Cyrtia sp., Anastrophia deflexa, Amphistrophia funiculata, Howellella elegans and Atrypa reticularis, Leptostrophia filosa;  trilobites  Dalmanites sp., Calymene sp.,  and crinoid columnals  found at Wren's Nest Dudley",unknown,"Wren's Nest, Dudley.",unknown,Silurian; Much Wenlock Limestone Formation,Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.12026.jpg,null,null
79274,G.12027,Assemblage,Salopina lunata; Camaratoechia nucula; Protochonetes ludloviensis; Michelinoceras sp.,"A Silurian assemblage of brachiopods, Salopina lunata, Camaratoechia nucula and Protochonetes ludloviensis and cephalopod Michelinoceras sp. found at Ludlow",unknown,Ludlow,unknown,Silurian; Ludlow Series; Whitcliffe Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.12027.jpg,null,null
81127,G.12028,Brachiopod,Microsphaeridiorynchia nucula,Fossilised remains of Silurian brachiopod Microsphaeridiorynchia nucula found in Ludlow.,unknown,Ludlow,unknown,Silurian; Whitcliffe Formation,Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.12028.jpg,null,null
79421,G.12030.001,Brachiopod,Salopina lunata; Microsphaeridiorhynchia nucula; Protochonetes ludloviensis,"Fossilised assemblage of Silurian brachiopods, Salopina lunata, Microsphaeridiorhynchia nucula and Protochonetes ludloviensis found at Whitcliffe Quarry, Ludlow",unknown,Whitcliffe Quarry,SO500740,Silurian; Ludlow Series; Whitcliffe Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.12030.001c.jpg,52.36138974789739,-2.734329399727082
79422,G.12030.002,Brachiopod,Salopina lunata; Microsphaeridiorhynchia nucula; Protochonetes ludloviensis,"A counterpart to a Silurian  assemblage of brachiopods,  Salopina lunata,  Microsphaeridiorhynchia nucula and Protochonetes ludloviensis found at Whitcliffe Quarry, Ludlow",unknown,Whitcliffe Quarry,SO500740,Silurian Period; Ludlow Series; Whitcliffe Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.12030.002.jpg,52.36138974789739,-2.734329399727082
52730,G.12036,CORAL,Streptelasma sp.,"Silurian fossil rugose coral, Streptelasma sp. Found at Rubery.","Phillips, N.M.",Rubery,unknown,Silurian Period; Llandovery Series,Chronostratigraphy; Chronostratigraphy; Biostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.12036a.jpg,null,null
52677,G.12038,CORAL,Favosites sp.,"Fossilised remains of the Silurian coral, Favosites sp. found in South Shropshire.","Milburn, Commander",South Shropshire,unknown,Silurian Period; Wenlock Series; Much Wenlock Limestone,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.12038.jpg,null,null
52693,G.12042,CORAL,Heliolites sp.,"Silurian fossil tabulate coral, Heliolites sp. found on Wenlock Edge",unknown,Wenlock Edge,unknown,Silurian Period; Wenlock Series; Much Wenlock Limestone Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.12042a.jpg,null,null
73238,G.12047,Phyllocarid,Ceratiocaris papilio,"Part of Silurian phyllocarid, ceratiocaris papilio.","Smith, R.",Parishholm,unknown,Silurian Period; Llandovery Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.12047a.jpg,null,null
81032,G.12051,Brachiopod,Microsphaeridiorynchia nucula,Fossilised remains of the Silurian brachiopod Microsphaeridiorynchia nucula found at Whitcliffe.,"Faulkner, Peter",Whitcliffe,unknown,Silurian; Whitcliffe Formation,Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.12051.jpg,null,null
52749,G.12142,Trace fossil,Gordia marina,"Silurian trace fossil, possibly burrowing structures attributed to annelids.","Phillips, N.M.",South Shropshire,unknown,Silurian Period,Chronostratigraphy; Biostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.12142a.jpg,null,null
82732,G.12203,Brachiopod,Pentamerus oblongus,Fossilised remains of the Silurian brachiopod Pentamerus oblongus found in Shropshire,unknown,Unknown,unknown,Silurian; Llandovery Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.12203b.jpg,null,null
650077,G.12289,Brachiopod,Atrypa reticularis,"Part of a Silurian fossil brachiopod, Atrypa reticularis found at Rubery","Phillips, N.M.",Rubery,unknown,Silurian Period; Llandovery Series; Rubery Sandstone,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.12289.jpg,null,null
652212,G.12526,Brachiopod,Atrypa sp.,"Fossilised remains of the Silurian brachiopod Atrypa reticularis found at Roadside Quarry, Mortimer Forest, Ludlow.",unknown,Roadside quarry,SO480730,Silurian; Leintwardine Formation,Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.12526.jpg,52.352213202776106,-2.7635448287535596
653541,G.12577,Brachiopod,Leptaena depressa,Fossilised remains of the Silurian brachiopod Leptaena depressa found at Farley,unknown,Farley Quarry,unknown,Silurian; Much Wenlock Limestone Formation,Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.12577.jpg,null,null
653581,G.12592,Brachiopod,Leptaena depressa,"Fossilised shell remains of the Silurian brachiopod Leptaena depressa  found at Wren's Nest, Dudley","Phillips, Miss N.M.","Wren's Nest, Dudley.",unknown,Silurian; Much Wenlock Limestone Formation,Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.12592.jpg,null,null
653698,G.12617,Brachiopod,Leptaena contermina,"Valve of a Silurian fossil brachiopod,  Leptaena contermina. Preserved along side fragments of Tentaculites. Found in Hope Quarry",unknown,Hope Quarry,SJ350020,Silurian Period; Llandovery Series; Venusbank Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.12617.jpg,52.61152854496503,-2.9600639968661766
653702,G.12643,Brachiopod,Leptaena depressa,"Valve of a Silurian fossil brachiopod, Leptaena depressa found in South Shropshire.",unknown,South Shropshire,unknown,Silurian Period; Wenlock Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.12643.jpg,null,null
53417,G.12644,Graptolite,Pristiograptus sp.,"Fossilised remains of a Silurian fossil graptolite, Pristiograptus sp. Collected by Smith, R. D. A. at Leintwardine.","Smith, R. D. A.",Leintwardine,unknown,Silurian Period; Ludlow Series; Middle Elton Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.12644a.jpg,null,null
54773,G.12669,Brachiopod,Gypidula dudleyensis,"Silurian brachiopod, Gypidula dudleydensis. Part of the original Ludlow Natural History Society collection.","Pardoe, H.",Unknown,unknown,Silurian Period; Ludlow Series; Upper Bringewood Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.12669a.jpg,null,null
56409,G.12855,Graptolite,Pristiograptus sp.,"Fossilised remains of the Silurian graptolite Pristiograptus sp. Found by Norton, W.J. in Mortimer Forest, near Ludlow.","Norton, W.J.",Mortimer Forest,SO470720,Silurian Period; Ludlow Series; Middle Elton Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.12855a.jpg,52.34312704292364,-2.7780690616500037
56343,G.12856,Graptolite,Monograptus sp.,"Fossilised fragmentary remains of numerous Monograptid graptolites. The reverse of the slab shows a bedding plane with numerous Lingula lewisi brachiopods as well. Found by Johnston, P.L. at Rowton, near Craven Arms.","Johnston, P.L.",Rowton,SO410790,Silurian Period,Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.12856a.jpg,52.405445231962744,-2.867374040924218
655628,G.13009,Brachiopod,Glassia sp.,Fossilised valve of the Silurian brachiopod Glassia sp. Found at Shadwell Quarry.,"Shuker, B.",Shadwell Quarry,unknown,Silurian Period; Wenlock Series; Much Wenlock Limestone Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.13009.jpg,null,null
54213,G.13451,Gastropod; Trilobite,Sinuites sp.; Flexicalymene sp.,"Fossilised shell of Ordovician gastropod Sinuites sp. and trilobite, Flexicalymene sp. Found by Rowlands, M & Norton, J. at Acton Scott, Shropshire.","Rowlands, M.; Norton, J.",Acton Scott Village,unknown,Ordovician Period; Caradoc Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.13451.jpg,null,null
54217,G.13455,Gastropod,Sinuites sp.,"Fossilised shell remains of the Ordovician gastropod Sinuites sp. found at Lower Wood Brook, Meadowtown, Shropshire.",Birmingham University Extra Mural Department,Lower Wood Brook; Meadowtown; Shropshire,unknown,Ordovician Period; Llandeilian Stage,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.13455.jpg,null,null
54418,G.13561,Brachiopod,Strophomena grandis,"Fossilised remains of a Single valve of the Ordovician brachiopod Stophonema grandis. Found by Norton, W.J. at Marshbrook.","Norton, W.J.",Marshbrook,unknown,Ordovician Period; Caradoc Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.13561.jpg,null,null
54425,G.13568,Brachiopod,Strophomena grandis,"Fossilised remains of a Single valve of the Ordovician brachiopod Strophonema grandis. Found by Wood, B. at Marshbrook.","Wood, B.",Marshbrook,unknown,Ordovician Period; Caradoc Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.13568.jpg,null,null
54431,G.13574,Brachiopod,Strophomena grandis,"Fossilised remains of a Single valve of the Ordovician brachiopod Stophonema grandis. Found by Wood, B. at Marshbrook.","Wood, B.",Marshbrook,unknown,Ordovician Period; Caradoc Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.13574.jpg,null,null
54436,G.13579,Brachiopod,Strophomena grandis,Fossilised remains of two separate valves of the Ordovician brachiopod Strophonema grandis. Found near Marshbrook.,unknown,Marshbrook,unknown,Ordovician Period; Caradoc Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.13579a.jpg,null,null
54447,G.13590,Brachiopod,Strophomena grandis,"Fossilised remains of the Ordovician brachiopod Strophonema grandis, Found by Wood, B. at Marshbrook.","Wood, B.",Marshbrook,unknown,Ordovician Period; Caradoc Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.13590.jpg,null,null
54454,G.13597,Brachiopod,Strophomena grandis,"Fossilised remains of a single valve of the Ordovician brachiopod Strophonema grandis. Found by Wood, B. at Marshbrook.","Wood, B.",Marshbrook,unknown,Ordovician Period; Caradoc Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.13597.jpg,null,null
54484,G.13626,Brachiopod,Strophomena grandis,"Fossilised remains of the Internal mould of ventral valve of the Ordovician brachiopod Strophonema grandis. Also preserved are fragmentary remains of bryozoa and Tentaculites. Found by Norton, W.J. at Marshbrook.","Norton, W.J.",Marshbrook,unknown,Ordovician Period; Caradoc Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.13626.jpg,null,null
54486,G.13628,Brachiopod,Strophomena grandis,"Fossilised remains of a single valve of the Ordovician brachiopod Strophomena grandis. Found by Norton, W.J. at Marshbook.","Norton, W.J.",Marshbrook,unknown,Ordovician Period; Caradoc Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.13628a.jpg,null,null
54516,G.13638,Brachiopod,Sowerbyella sericea,"Fossilised remains of the Ordovician brachiopods Sowerbyella sericea. Preserved in course sandy sediment, mostly as casts and moulds with no original shell. Found near Craven Arms.","Shulver, I.",Whittingslow; Craven Arms,unknown,Ordovician Period; Caradoc Series; Chatwall Sandstone,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.13638.jpg,null,null
54517,G.13639,Brachiopod,Sowerbyella sericea,"Fossilised remains of the Ordovician brachiopods Sowerbyella sericea. Preserved in course sandy sediment, mostly as casts and moulds with no original shell. Found near Craven Arms.",unknown,Whittingslow; Craven Arms,unknown,Ordovician Period; Caradoc Series; Chatwall Sandstone,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.13639.jpg,null,null
54530,G.13651,Brachiopod,Sowerbyella sericea; Dalmanella horderleyensis,"Fossilised remains of the Ordovician brachiopods Sowerbyella sericea and Dalmanella horderleyensis. Preserved as internal and external moulds of disarticulated valves. Found by Baker, H. at Horderley.","Baker, Harry",Horderley,SO410860,Ordovician Period; Caradoc Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.13651.jpg,52.468375516355636,-2.868610652828408
54564,G.13659,Brachiopod,Dalmanella sp.; Heterorthis alternata; ; Sowerbyella sericea,"Fossilised remains of an assemblage of Ordovician brachiopods including Dalmanella sp, Heterorthis alternata, Harknessella sp. and Sowerbyella sericea. Found by Norton, W. J. at Soudley.","Norton, W.J.",Soudley Quarry,SO470910,Ordovician Period; Caradoc Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.13659.jpg,52.5139418513065,-2.7810827880713345
54565,G.13660,Brachiopod; Trilobite,Dalmanella sp.; Heterorthis alternata; ; Sowerbyella sericea; Trinucleus sp.; Brongniartella sp.,"Fossilised remains of an assemblage of Ordovician brachiopods including Dalmanella sp, Heterorthis alternata, Harknessella sp. and Sowerbyella sericea. Also present are fragments of trilobites including Trinucleus sp. Found by Norton, W.J. at Soudley.","Norton, W.J.",Soudley Quarry,SO470910,Ordovician Period; Caradoc Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.13660a.jpg,52.5139418513065,-2.7810827880713345
54569,G.13664,Brachiopod,Dalmanella unguis,"Fossilised shell remains of the Ordovician brachiopods Dalmanella unguis found at Marshbrook, Shropshire.","Baker, Harry",Marshbrook; Shropshire,unknown,Ordovician Period; Caradoc Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.13664b.jpg,null,null
54607,G.13675,Brachiopod; Trilobite,Dalmanella sp.; Brongniartella sp.; Tentaculites anglicus,"Fossilised reains of the Ordovician brachiopod Dalmanella sp. and trilobites Tentaculites angelicus and Brongniartella sp. found at Chatwall, Shropshire.","Wood, B.J.",Chatwall; Shropshire,unknown,Ordovician Period; Caradoc Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.13675.jpg,null,null
